date,day_of_week,hour,department,is_holiday,patient_count
2025-04-15,1,13,Dermatology,0,53
2025-12-22,0,14,Orthopedics,0,50
2026-03-04,2,8,Neurology,0,13
2025-12-29,0,17,Pediatrics,0,62
2025-04-29,1,9,Pediatrics,0,139
2025-08-07,3,9,Orthopedics,0,76
2026-01-04,6,8,Dermatology,1,17
2025-11-26,2,11,Dermatology,0,89
2025-09-26,4,17,Orthopedics,0,36
2025-11-22,5,9,Pediatrics,0,84
2026-03-25,2,10,Dermatology,0,70
2026-01-04,6,16,Pediatrics,1,11
2025-06-29,6,12,General Medicine,1,19
2025-11-28,4,8,Neurology,0,38
2025-06-13,4,12,General Medicine,0,40
2026-01-29,3,15,Pediatrics,0,45
2025-07-22,1,15,Neurology,0,62
2025-12-31,2,13,Cardiology,0,28
2025-06-15,6,8,Cardiology,1,6
2025-09-02,1,11,Dermatology,0,94
2025-07-12,5,10,Pediatrics,0,98
2025-09-12,4,9,Cardiology,0,53
2026-03-20,4,13,General Medicine,0,37
2025-07-17,3,15,Dermatology,0,20
2025-06-15,6,9,Neurology,1,7
2025-04-19,5,11,Orthopedics,0,59
2026-01-12,0,14,Orthopedics,0,53
2025-06-24,1,14,General Medicine,0,105
2025-06-22,6,9,General Medicine,1,11
2026-02-15,6,12,Dermatology,1,16
2025-07-09,2,8,Pediatrics,0,67
2025-09-18,3,13,Cardiology,0,16
2025-12-05,4,12,Neurology,0,50
2025-06-17,1,9,Orthopedics,0,106
2026-03-19,3,9,Cardiology,0,80
2025-11-26,2,13,Neurology,0,37
2025-04-14,0,8,Pediatrics,0,79
2026-03-21,5,8,Dermatology,0,14
2026-03-26,3,17,Orthopedics,0,19
2026-03-05,3,11,Cardiology,0,67
2026-01-05,0,16,Neurology,0,53
2026-03-16,0,14,Orthopedics,0,54
2026-02-15,6,16,Pediatrics,1,11
2026-03-07,5,9,Dermatology,0,83
2025-05-29,3,9,General Medicine,0,86
2026-03-08,6,9,Cardiology,1,7
2025-06-02,0,10,Dermatology,0,127
2026-03-02,0,11,Orthopedics,0,110
2026-01-06,1,13,General Medicine,0,86
2025-10-06,0,8,Neurology,0,47
2025-06-28,5,13,Cardiology,0,42
2025-11-14,4,17,Orthopedics,0,12
2025-08-14,3,13,Cardiology,0,47
2025-06-01,6,12,Neurology,1,10
2026-01-15,3,14,Orthopedics,0,49
2025-08-27,2,17,General Medicine,0,34
2025-12-10,2,9,Neurology,0,47
2026-03-07,5,13,Dermatology,0,13
2025-05-17,5,9,Dermatology,0,83
2025-10-05,6,15,Pediatrics,1,19
2026-04-02,3,16,Orthopedics,0,46
2025-06-14,5,8,Pediatrics,0,52
2025-05-13,1,8,Orthopedics,0,75
2025-11-21,4,12,Orthopedics,0,24
2026-01-24,5,15,Orthopedics,0,26
2025-07-01,1,11,Orthopedics,0,99
2025-07-10,3,16,Orthopedics,0,49
2025-11-14,4,8,Pediatrics,0,51
2025-11-19,2,15,General Medicine,0,60
2025-12-08,0,12,Orthopedics,0,50
2026-01-03,5,10,Cardiology,0,75
2026-01-12,0,16,Cardiology,0,47
2026-04-07,1,10,Orthopedics,0,120
2026-03-01,6,12,General Medicine,1,20
2026-02-28,5,13,Neurology,0,48
2026-01-03,5,14,Neurology,0,17
2025-08-15,4,11,General Medicine,0,58
2026-01-07,2,9,Orthopedics,0,88
2026-01-07,2,10,General Medicine,0,107
2026-03-16,0,11,Orthopedics,0,88
2025-08-21,3,12,Pediatrics,0,22
2026-01-15,3,13,General Medicine,0,58
2025-11-26,2,13,Neurology,0,27
2026-01-20,1,8,Neurology,0,62
2025-06-22,6,12,Cardiology,1,19
2025-08-11,0,8,General Medicine,0,79
2025-07-25,4,16,Pediatrics,0,38
2025-05-26,0,14,General Medicine,0,91
2025-08-05,1,16,Dermatology,0,57
2025-09-07,6,8,Neurology,1,20
2025-10-25,5,12,General Medicine,0,39
2025-11-11,1,13,Dermatology,0,63
2025-05-07,2,13,Dermatology,0,34
2026-01-16,4,17,Pediatrics,0,63
2025-07-30,2,10,Dermatology,0,89
2025-07-30,2,9,General Medicine,0,76
2025-06-08,6,17,Dermatology,1,11
2026-03-12,3,11,General Medicine,0,86
2025-05-30,4,16,Neurology,0,47
2025-10-24,4,12,Cardiology,0,32
2025-12-14,6,11,Orthopedics,1,17
2025-08-03,6,12,Cardiology,1,18
2025-09-03,2,13,Cardiology,0,48
2025-07-05,5,11,General Medicine,0,83
2025-11-26,2,15,General Medicine,0,49
2025-05-16,4,9,Dermatology,0,81
2025-12-04,3,16,General Medicine,0,77
2025-09-25,3,9,General Medicine,0,84
2026-02-27,4,10,Cardiology,0,74
2025-12-10,2,17,General Medicine,0,44
2025-05-26,0,12,General Medicine,0,70
2025-04-26,5,15,Orthopedics,0,22
2025-09-20,5,16,Orthopedics,0,39
2025-05-23,4,11,Dermatology,0,84
2025-08-07,3,17,Orthopedics,0,24
2025-04-16,2,9,Neurology,0,66
2025-05-31,5,11,Dermatology,0,78
2025-09-18,3,14,Pediatrics,0,33
2025-11-16,6,9,Pediatrics,1,5
2025-04-25,4,12,General Medicine,0,50
2025-11-09,6,13,Pediatrics,1,17
2026-01-14,2,13,General Medicine,0,41
2026-03-09,0,15,Dermatology,0,59
2026-01-19,0,12,General Medicine,0,113
2025-05-29,3,15,Orthopedics,0,21
2025-12-02,1,10,Dermatology,0,81
2025-05-20,1,16,Neurology,0,61
2026-02-06,4,11,Cardiology,0,42
2025-11-23,6,11,General Medicine,1,5
2025-12-29,0,10,Neurology,0,121
2025-06-06,4,9,General Medicine,0,110
2025-08-15,4,10,Pediatrics,0,71
2025-09-11,3,10,General Medicine,0,114
2025-08-15,4,17,Neurology,0,16
2025-11-29,5,15,Orthopedics,0,24
2025-12-29,0,16,Dermatology,0,51
2026-01-23,4,10,Cardiology,0,78
2025-10-30,3,9,Orthopedics,0,71
2025-12-06,5,8,Neurology,0,32
2025-05-22,3,10,Pediatrics,0,88
2025-04-29,1,15,Cardiology,0,42
2025-06-02,0,16,General Medicine,0,70
2025-05-13,1,16,General Medicine,0,63
2026-01-22,3,15,General Medicine,0,25
2025-09-13,5,12,General Medicine,0,48
2025-11-19,2,16,Orthopedics,0,50
2025-11-07,4,15,Pediatrics,0,63
2025-05-04,6,13,General Medicine,1,19
2025-10-08,2,14,Pediatrics,0,46
2025-11-02,6,15,Orthopedics,1,13
2025-07-05,5,15,Neurology,0,34
2025-10-21,1,16,General Medicine,0,86
2025-06-10,1,11,General Medicine,0,140
2026-02-22,6,11,Neurology,1,19
2026-02-22,6,17,Dermatology,1,13
2025-07-02,2,15,Orthopedics,0,41
2025-04-11,4,16,Orthopedics,0,14
2025-12-14,6,13,Cardiology,1,14
2026-02-13,4,10,Pediatrics,0,99
2025-11-29,5,10,Orthopedics,0,77
2025-10-25,5,16,Orthopedics,0,41
2026-02-09,0,8,Cardiology,0,74
2025-09-29,0,15,Pediatrics,0,92
2026-03-24,1,16,Orthopedics,0,57
2026-04-02,3,11,Pediatrics,0,109
2025-04-27,6,16,Neurology,1,16
2025-08-08,4,15,Pediatrics,0,32
2025-10-13,0,11,Cardiology,0,86
2025-11-11,1,17,Neurology,0,59
2025-07-03,3,11,Dermatology,0,53
2025-08-27,2,9,General Medicine,0,90
2025-11-03,0,10,Pediatrics,0,130
2026-01-06,1,12,General Medicine,0,76
2025-08-09,5,17,Orthopedics,0,24
2025-10-04,5,11,Neurology,0,79
2025-12-30,1,12,Dermatology,0,69
2026-02-01,6,10,Pediatrics,1,9
2025-08-18,0,12,Pediatrics,0,59
2025-05-02,4,12,Dermatology,0,39
2025-05-20,1,11,Pediatrics,0,119
2025-07-28,0,13,Orthopedics,0,49
2025-07-26,5,14,Orthopedics,0,16
2026-01-25,6,16,General Medicine,1,10
2025-06-16,0,11,Pediatrics,0,145
2025-10-30,3,13,Cardiology,0,48
2025-11-29,5,14,Orthopedics,0,15
2025-07-19,5,15,General Medicine,0,25
2025-09-05,4,10,Pediatrics,0,115
2025-07-04,4,16,General Medicine,0,41
2026-03-26,3,8,Pediatrics,0,35
2025-10-13,0,10,Dermatology,0,123
2026-01-01,3,10,General Medicine,0,85
2025-05-10,5,17,Dermatology,0,40
2026-01-26,0,16,Dermatology,0,69
2025-11-15,5,13,General Medicine,0,55
2025-08-13,2,9,Cardiology,0,48
2025-10-19,6,9,Orthopedics,1,16
2026-03-06,4,15,Pediatrics,0,39
2025-05-11,6,17,Pediatrics,1,16
2025-12-13,5,9,Cardiology,0,80
2025-09-09,1,14,General Medicine,0,74
2025-09-22,0,8,Orthopedics,0,70
2025-04-12,5,9,Dermatology,0,47
2025-10-21,1,11,Cardiology,0,107
2026-03-16,0,10,Cardiology,0,83
2025-06-07,5,8,Pediatrics,0,57
2025-05-24,5,15,Pediatrics,0,59
2025-07-11,4,13,General Medicine,0,39
2025-10-08,2,13,General Medicine,0,65
2025-11-20,3,12,Cardiology,0,41
2025-04-26,5,14,Cardiology,0,26
2025-04-19,5,8,Neurology,0,20
2026-03-10,1,14,Orthopedics,0,56
2026-01-25,6,12,Dermatology,1,18
2026-01-03,5,11,Cardiology,0,46
2025-10-27,0,12,Dermatology,0,81
2025-07-23,2,13,General Medicine,0,68
2025-07-17,3,9,Orthopedics,0,55
2025-09-08,0,12,Cardiology,0,57
2026-02-20,4,11,Pediatrics,0,51
2025-11-13,3,14,Dermatology,0,18
2025-12-23,1,13,Neurology,0,70
2025-06-18,2,8,Neurology,0,31
2025-04-30,2,16,General Medicine,0,39
2025-06-17,1,11,Cardiology,0,122
2025-07-17,3,12,Neurology,0,31
2025-09-30,1,14,Cardiology,0,84
2025-09-20,5,8,Orthopedics,0,21
2025-04-27,6,11,Dermatology,1,14
2025-05-25,6,12,Neurology,1,12
2025-10-19,6,17,Pediatrics,1,16
2025-12-24,2,14,Neurology,0,18
2025-06-01,6,8,Pediatrics,1,9
2026-01-24,5,11,Neurology,0,77
2026-03-02,0,14,General Medicine,0,62
2026-01-27,1,13,Neurology,0,49
2026-03-28,5,13,Orthopedics,0,43
2025-12-26,4,13,Dermatology,0,25
2026-03-17,1,14,Cardiology,0,64
2025-09-09,1,12,Orthopedics,0,73
2025-12-07,6,14,Neurology,1,11
2025-06-05,3,16,Pediatrics,0,68
2025-08-30,5,10,Orthopedics,0,52
2025-12-18,3,10,Neurology,0,62
2025-09-02,1,11,Pediatrics,0,106
2025-04-20,6,17,Neurology,1,15
2026-03-13,4,11,Neurology,0,73
2025-11-16,6,17,Dermatology,1,13
2025-12-04,3,15,Orthopedics,0,23
2025-11-26,2,9,Cardiology,0,85
2025-06-03,1,11,Pediatrics,0,140
2025-06-02,0,11,Pediatrics,0,125
2025-10-17,4,17,Orthopedics,0,18
2026-01-30,4,17,Dermatology,0,20
2026-03-10,1,10,Pediatrics,0,111
2025-11-07,4,12,Orthopedics,0,37
2025-12-04,3,12,Dermatology,0,50
2026-02-16,0,9,Neurology,0,127
2025-09-08,0,17,General Medicine,0,59
2025-10-13,0,10,Orthopedics,0,90
2025-09-05,4,13,Pediatrics,0,62
2025-11-20,3,8,General Medicine,0,43
2025-12-15,0,16,Orthopedics,0,85
2025-12-01,0,9,Neurology,0,103
2025-06-01,6,17,Dermatology,1,9
2025-09-11,3,14,Cardiology,0,49
2025-12-05,4,10,Cardiology,0,52
2025-12-08,0,10,Orthopedics,0,97
2025-10-08,2,9,General Medicine,0,87
2025-11-27,3,14,Dermatology,0,25
2026-03-03,1,15,Pediatrics,0,72
2026-01-18,6,17,Dermatology,1,12
2025-09-11,3,12,Orthopedics,0,14
2025-04-11,4,14,Dermatology,0,34
2025-04-10,3,14,General Medicine,0,44
2025-12-03,2,16,Dermatology,0,21
2025-11-18,1,8,Orthopedics,0,80
2025-07-31,3,13,Cardiology,0,14
2025-07-19,5,11,Cardiology,0,88
2025-09-01,0,15,General Medicine,0,77
2025-06-25,2,8,Pediatrics,0,69
2025-10-11,5,14,Neurology,0,19
2025-07-19,5,11,Pediatrics,0,114
2025-10-27,0,8,Dermatology,0,63
2025-09-28,6,11,Dermatology,1,7
2025-08-16,5,11,Orthopedics,0,61
2025-06-26,3,13,Neurology,0,19
2025-11-06,3,15,Orthopedics,0,14
2025-08-04,0,16,Dermatology,0,63
2025-10-06,0,15,Cardiology,0,82
2025-09-20,5,13,General Medicine,0,26
2026-03-06,4,11,Neurology,0,68
2026-04-10,4,15,Pediatrics,0,49
2025-10-16,3,12,Cardiology,0,13
2025-08-11,0,11,Cardiology,0,113
2025-04-11,4,9,General Medicine,0,84
2026-03-30,0,13,Pediatrics,0,86
2026-04-03,4,16,Dermatology,0,45
2025-08-01,4,13,Orthopedics,0,29
2025-04-20,6,15,Cardiology,1,7
2025-09-02,1,10,Cardiology,0,102
2026-03-29,6,16,Dermatology,1,14
2025-11-13,3,14,Orthopedics,0,22
2026-02-23,0,15,Dermatology,0,74
2025-11-26,2,14,Neurology,0,41
2025-09-08,0,16,General Medicine,0,86
2025-12-17,2,8,Neurology,0,47
2025-10-17,4,14,Dermatology,0,19
2025-11-09,6,17,Orthopedics,1,5
2025-05-21,2,10,Cardiology,0,84
2025-07-11,4,12,General Medicine,0,67
2025-06-19,3,9,Pediatrics,0,75
2025-07-15,1,14,Pediatrics,0,61
2026-03-10,1,9,Orthopedics,0,114
2025-09-23,1,16,Dermatology,0,41
2025-06-25,2,15,Neurology,0,12
2025-06-21,5,16,Dermatology,0,29
2026-04-09,3,13,Orthopedics,0,19
2026-04-03,4,12,Pediatrics,0,37
2025-10-21,1,17,Neurology,0,54
2026-03-26,3,11,Neurology,0,69
2025-10-16,3,11,Neurology,0,52
2026-02-05,3,10,Pediatrics,0,97
2026-01-02,4,9,Cardiology,0,70
2026-03-30,0,8,Dermatology,0,71
2025-09-27,5,16,Pediatrics,0,42
2025-12-12,4,8,Orthopedics,0,34
2025-05-02,4,12,Orthopedics,0,39
2025-11-11,1,8,Pediatrics,0,79
2025-12-16,1,14,General Medicine,0,100
2026-03-16,0,14,General Medicine,0,105
2025-07-20,6,11,General Medicine,1,18
2025-10-08,2,10,Pediatrics,0,79
2025-11-14,4,17,Dermatology,0,44
2025-07-24,3,12,Neurology,0,38
2026-02-06,4,8,Orthopedics,0,45
2025-10-28,1,13,Dermatology,0,49
2025-08-03,6,14,Orthopedics,1,20
2025-06-30,0,15,General Medicine,0,99
2025-06-03,1,11,Orthopedics,0,77
2025-05-16,4,17,General Medicine,0,29
2025-07-24,3,11,Neurology,0,81
2026-01-12,0,9,Dermatology,0,103
2025-08-27,2,13,Orthopedics,0,45
2025-12-04,3,10,Pediatrics,0,89
2026-03-16,0,16,Cardiology,0,74
2025-06-08,6,12,Pediatrics,1,18
2025-10-03,4,16,Orthopedics,0,19
2026-02-10,1,16,General Medicine,0,84
2026-02-07,5,15,Cardiology,0,13
2025-05-24,5,17,Pediatrics,0,34
2025-09-21,6,16,Pediatrics,1,13
2025-11-17,0,14,Neurology,0,64
2025-04-23,2,8,Dermatology,0,33
2026-02-08,6,11,General Medicine,1,16
2025-05-18,6,8,Dermatology,1,20
2025-10-11,5,11,Dermatology,0,40
2026-04-04,5,17,General Medicine,0,38
2026-03-26,3,10,General Medicine,0,72
2025-08-02,5,11,Dermatology,0,74
2025-12-28,6,12,Cardiology,1,11
2025-11-26,2,11,Orthopedics,0,83
2025-06-23,0,14,Pediatrics,0,68
2025-10-03,4,12,Orthopedics,0,31
2025-06-17,1,14,Pediatrics,0,105
2025-07-22,1,13,Dermatology,0,34
2025-10-20,0,10,Orthopedics,0,94
2026-02-22,6,14,Neurology,1,12
2025-10-30,3,9,Neurology,0,66
2025-11-23,6,15,General Medicine,1,14
2026-01-05,0,15,Dermatology,0,74
2025-06-24,1,12,Dermatology,0,86
2026-03-22,6,13,Dermatology,1,8
2025-07-27,6,10,Dermatology,1,16
2025-12-24,2,12,Orthopedics,0,22
2026-03-22,6,14,Dermatology,1,8
2025-12-17,2,8,Dermatology,0,30
2025-05-27,1,10,Pediatrics,0,117
2025-05-03,5,8,Dermatology,0,11
2025-10-06,0,12,Cardiology,0,84
2025-11-27,3,9,Dermatology,0,70
2025-12-19,4,16,Pediatrics,0,58
2025-10-11,5,9,General Medicine,0,81
2025-12-07,6,9,Orthopedics,1,13
2025-09-13,5,13,Orthopedics,0,35
2025-08-04,0,14,Orthopedics,0,59
2026-04-03,4,12,Cardiology,0,28
2026-01-06,1,15,Neurology,0,49
2025-12-17,2,8,Dermatology,0,33
2026-04-02,3,17,Cardiology,0,11
2025-10-26,6,17,Cardiology,1,6
2025-12-16,1,16,General Medicine,0,92
2026-03-07,5,9,Neurology,0,77
2026-02-10,1,12,Pediatrics,0,82
2026-02-20,4,16,General Medicine,0,41
2025-09-19,4,11,Cardiology,0,94
2026-01-14,2,15,Dermatology,0,15
2026-01-28,2,16,Orthopedics,0,24
2025-05-09,4,8,Orthopedics,0,21
2026-01-11,6,17,General Medicine,1,19
2026-03-02,0,10,Neurology,0,107
2025-08-11,0,12,Cardiology,0,80
2025-09-21,6,11,Neurology,1,8
2025-07-06,6,9,Orthopedics,1,10
2025-07-28,0,11,General Medicine,0,131
2025-09-09,1,12,Cardiology,0,57
2025-08-07,3,8,Dermatology,0,27
2025-09-07,6,11,Dermatology,1,12
2025-04-11,4,8,Cardiology,0,28
2026-03-24,1,10,Dermatology,0,116
2025-10-13,0,11,Dermatology,0,84
2025-07-10,3,14,Cardiology,0,27
2026-03-21,5,17,Cardiology,0,49
2025-06-12,3,14,Pediatrics,0,79
2026-02-04,2,12,Neurology,0,17
2025-05-31,5,13,Neurology,0,47
2025-11-10,0,16,Dermatology,0,63
2025-07-12,5,9,Dermatology,0,62
2026-02-09,0,12,Orthopedics,0,55
2025-09-29,0,9,Cardiology,0,92
2025-08-16,5,16,Dermatology,0,14
2025-04-10,3,14,Dermatology,0,48
2025-08-18,0,16,General Medicine,0,71
2026-04-04,5,14,Dermatology,0,44
2025-07-14,0,16,Orthopedics,0,56
2025-09-22,0,17,Neurology,0,64
2025-12-06,5,15,Orthopedics,0,26
2025-08-24,6,11,Pediatrics,1,8
2025-06-18,2,12,Pediatrics,0,32
2026-02-07,5,13,Cardiology,0,29
2026-01-15,3,8,Cardiology,0,32
2025-04-26,5,8,Cardiology,0,27
2025-11-20,3,17,Cardiology,0,34
2026-01-11,6,15,Pediatrics,1,8
2026-04-09,3,11,Dermatology,0,52
2025-08-05,1,11,Cardiology,0,114
2025-08-31,6,14,Dermatology,1,17
2025-08-07,3,9,General Medicine,0,84
2025-04-23,2,11,General Medicine,0,76
2025-09-17,2,15,Pediatrics,0,37
2025-06-04,2,13,Orthopedics,0,13
2026-04-04,5,17,General Medicine,0,73
2025-07-31,3,10,Cardiology,0,46
2025-11-03,0,17,Dermatology,0,45
2025-08-10,6,15,General Medicine,1,5
2026-02-25,2,13,Pediatrics,0,63
2025-10-29,2,8,Neurology,0,25
2025-05-06,1,16,Pediatrics,0,112
2025-07-28,0,8,Dermatology,0,54
2025-07-13,6,12,Pediatrics,1,11
2025-11-20,3,11,Neurology,0,78
2025-07-26,5,11,Pediatrics,0,62
2025-10-10,4,15,Dermatology,0,34
2025-12-28,6,12,Orthopedics,1,5
2025-05-30,4,14,General Medicine,0,43
2025-07-20,6,9,Orthopedics,1,13
2025-12-13,5,11,Cardiology,0,99
2026-04-01,2,13,Orthopedics,0,31
2025-12-03,2,10,Pediatrics,0,63
2025-11-29,5,15,Neurology,0,38
2026-04-05,6,10,Orthopedics,1,11
2026-01-02,4,8,Cardiology,0,19
2026-01-29,3,15,Orthopedics,0,22
2026-01-28,2,15,Orthopedics,0,10
2025-04-13,6,8,Orthopedics,1,19
2025-12-28,6,12,Dermatology,1,15
2025-12-27,5,8,Pediatrics,0,60
2025-08-16,5,10,Cardiology,0,67
2025-06-12,3,16,Neurology,0,50
2025-11-28,4,17,Orthopedics,0,47
2025-07-22,1,11,General Medicine,0,113
2026-01-15,3,12,Cardiology,0,38
2025-06-11,2,8,Dermatology,0,26
2025-08-05,1,10,Pediatrics,0,121
2025-05-12,0,8,Pediatrics,0,85
2025-06-26,3,16,Pediatrics,0,71
2025-09-17,2,9,Neurology,0,58
2026-01-26,0,11,General Medicine,0,86
2025-05-10,5,14,Pediatrics,0,35
2026-01-11,6,14,Neurology,1,6
2025-04-28,0,17,Dermatology,0,73
2025-06-17,1,17,General Medicine,0,101
2026-04-01,2,15,Pediatrics,0,37
2025-08-13,2,17,Dermatology,0,48
2025-04-25,4,11,Cardiology,0,50
2025-04-22,1,11,Neurology,0,102
2026-03-19,3,16,Dermatology,0,27
2025-10-28,1,11,Orthopedics,0,112
2025-06-14,5,12,General Medicine,0,77
2026-02-03,1,17,Neurology,0,48
2026-03-29,6,15,Neurology,1,20
2025-04-11,4,15,Neurology,0,39
2025-11-11,1,14,Orthopedics,0,50
2025-05-22,3,9,Neurology,0,55
2026-01-26,0,15,Neurology,0,53
2026-02-19,3,11,Dermatology,0,80
2025-09-25,3,17,Dermatology,0,42
2025-08-12,1,10,Dermatology,0,92
2025-06-11,2,8,Neurology,0,10
2025-09-28,6,9,General Medicine,1,16
2026-02-06,4,11,Dermatology,0,63
2026-02-25,2,14,Pediatrics,0,36
2025-12-10,2,9,Dermatology,0,58
2025-07-03,3,8,Dermatology,0,10
2025-12-24,2,17,Orthopedics,0,14
2025-09-02,1,15,Neurology,0,76
2026-03-11,2,14,General Medicine,0,66
2025-10-20,0,12,General Medicine,0,92
2026-03-14,5,15,Dermatology,0,43
2025-09-11,3,10,Dermatology,0,60
2025-05-28,2,15,Dermatology,0,44
2025-08-29,4,16,Neurology,0,41
2026-02-05,3,12,Orthopedics,0,24
2025-08-02,5,17,General Medicine,0,52
2026-02-20,4,11,Dermatology,0,60
2025-10-03,4,9,Cardiology,0,92
2025-09-05,4,15,Cardiology,0,32
2025-07-03,3,11,Neurology,0,58
2025-08-17,6,14,Neurology,1,14
2025-07-28,0,9,Neurology,0,115
2025-08-21,3,14,General Medicine,0,60
2025-12-17,2,8,Orthopedics,0,23
2025-06-15,6,10,Dermatology,1,19
2026-02-26,3,14,Cardiology,0,31
2026-03-17,1,11,General Medicine,0,125
2025-09-17,2,14,General Medicine,0,75
2025-05-23,4,17,Dermatology,0,28
2025-07-02,2,13,General Medicine,0,43
2025-11-24,0,9,Neurology,0,107
2026-03-02,0,17,General Medicine,0,78
2025-05-01,3,16,Dermatology,0,49
2025-05-30,4,14,Orthopedics,0,20
2025-10-28,1,11,Dermatology,0,91
2026-01-10,5,9,General Medicine,0,70
2026-02-06,4,15,Neurology,0,49
2025-09-27,5,15,Cardiology,0,41
2025-07-12,5,15,Orthopedics,0,43
2025-08-03,6,13,Orthopedics,1,20
2025-09-19,4,13,Pediatrics,0,40
2025-04-15,1,8,Dermatology,0,86
2026-02-10,1,12,Dermatology,0,63
2026-02-04,2,17,Dermatology,0,47
2025-05-11,6,12,Dermatology,1,18
2026-04-07,1,16,Pediatrics,0,87
2025-06-10,1,17,Orthopedics,0,38
2025-10-18,5,12,Orthopedics,0,22
2025-05-28,2,16,Pediatrics,0,49
2025-10-04,5,9,Cardiology,0,68
2025-12-10,2,15,Orthopedics,0,49
2026-02-28,5,13,Dermatology,0,15
2026-02-26,3,10,Neurology,0,67
2025-06-08,6,16,Neurology,1,11
2026-02-13,4,17,Neurology,0,16
2025-05-30,4,8,Neurology,0,28
2026-04-03,4,10,Cardiology,0,67
2025-08-13,2,17,Neurology,0,48
2026-01-11,6,8,Dermatology,1,6
2025-05-18,6,14,Cardiology,1,17
2025-10-27,0,9,Pediatrics,0,112
2025-12-23,1,15,Pediatrics,0,90
2025-12-27,5,14,Pediatrics,0,32
2026-02-05,3,17,Cardiology,0,14
2025-08-09,5,17,Neurology,0,21
2025-06-08,6,17,Cardiology,1,16
2026-02-09,0,13,Neurology,0,46
2026-02-15,6,14,Cardiology,1,16
2025-12-14,6,10,General Medicine,1,8
2025-06-01,6,8,Orthopedics,1,6
2025-04-19,5,12,General Medicine,0,55
2025-10-18,5,9,Cardiology,0,64
2026-01-02,4,15,Pediatrics,0,72
2025-11-26,2,9,Orthopedics,0,65
2025-04-18,4,8,General Medicine,0,49
2025-05-25,6,11,Cardiology,1,9
2025-06-18,2,12,Dermatology,0,28
2026-03-17,1,14,Dermatology,0,50
2026-03-11,2,9,Neurology,0,71
2026-04-09,3,11,Orthopedics,0,67
2025-11-24,0,12,Cardiology,0,45
2025-11-09,6,12,Cardiology,1,18
2026-02-07,5,11,Cardiology,0,64
2025-06-23,0,8,Pediatrics,0,70
2025-08-18,0,10,Orthopedics,0,70
2025-12-16,1,14,General Medicine,0,79
2025-11-16,6,14,Orthopedics,1,19
2025-06-02,0,13,Cardiology,0,36
2025-08-08,4,14,General Medicine,0,62
2026-02-06,4,9,General Medicine,0,89
2026-01-09,4,12,Neurology,0,25
2025-11-07,4,11,General Medicine,0,95
2025-06-13,4,15,Pediatrics,0,56
2026-01-18,6,12,Cardiology,1,8
2026-02-03,1,9,Dermatology,0,114
2025-11-10,0,9,Cardiology,0,131
2025-08-25,0,15,Pediatrics,0,83
2026-01-13,1,15,Neurology,0,44
2026-01-29,3,13,Dermatology,0,27
2025-05-16,4,15,General Medicine,0,49
2025-12-16,1,13,Orthopedics,0,49
2025-11-24,0,8,Orthopedics,0,67
2025-04-28,0,11,Cardiology,0,85
2025-07-17,3,14,Pediatrics,0,55
2025-12-03,2,16,Dermatology,0,12
2025-07-14,0,12,Cardiology,0,69
2025-09-30,1,16,Neurology,0,65
2025-04-20,6,15,Orthopedics,1,12
2025-09-04,3,14,Cardiology,0,44
2025-07-27,6,9,Dermatology,1,15
2026-01-13,1,15,Orthopedics,0,75
2025-07-10,3,17,Neurology,0,21
2025-07-22,1,16,Cardiology,0,50
2025-05-29,3,17,Dermatology,0,40
2026-01-26,0,14,General Medicine,0,75
2026-02-23,0,17,Orthopedics,0,51
2025-05-23,4,11,Dermatology,0,67
2025-05-04,6,15,Pediatrics,1,10
2026-04-03,4,16,Cardiology,0,14
2026-02-12,3,8,General Medicine,0,46
2026-02-17,1,17,Neurology,0,43
2025-12-24,2,8,Orthopedics,0,13
2025-12-17,2,17,Dermatology,0,13
2026-03-20,4,14,General Medicine,0,54
2025-09-10,2,12,Pediatrics,0,74
2026-03-18,2,11,Orthopedics,0,71
2026-02-18,2,15,Orthopedics,0,34
2026-01-22,3,16,General Medicine,0,77
2025-08-01,4,13,Orthopedics,0,19
2026-01-30,4,13,General Medicine,0,53
2026-01-01,3,8,Dermatology,0,10
2026-02-23,0,17,Neurology,0,68
2025-11-12,2,13,Pediatrics,0,46
2025-05-11,6,11,Orthopedics,1,12
2025-11-12,2,15,Neurology,0,18
2025-12-26,4,13,Cardiology,0,21
2025-09-29,0,9,Cardiology,0,94
2026-02-27,4,14,Orthopedics,0,45
2025-07-31,3,12,Dermatology,0,35
2025-07-10,3,12,Neurology,0,23
2026-02-26,3,17,Orthopedics,0,23
2026-03-23,0,14,Pediatrics,0,89
2025-10-03,4,14,Cardiology,0,47
2026-03-11,2,10,Orthopedics,0,54
2025-04-20,6,14,Orthopedics,1,9
2025-12-09,1,12,Cardiology,0,39
2025-04-30,2,16,Orthopedics,0,27
2025-11-11,1,12,Dermatology,0,54
2025-10-08,2,10,Orthopedics,0,83
2026-03-26,3,8,Dermatology,0,33
2025-07-16,2,9,Cardiology,0,41
2025-09-13,5,15,Pediatrics,0,59
2025-10-31,4,10,Orthopedics,0,57
2025-10-14,1,9,Pediatrics,0,96
2025-09-04,3,15,Cardiology,0,25
2025-06-26,3,11,Dermatology,0,80
2025-10-24,4,17,Pediatrics,0,27
2025-12-14,6,13,Cardiology,1,10
2025-07-18,4,11,Orthopedics,0,71
2026-04-06,0,11,Neurology,0,109
2025-04-28,0,16,Neurology,0,82
